DeviceName,FQDN,ApplicationName,Publisher,FileName,InstallationPath,SHA256,MD5
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,pinentry,Unknown,pinentry.exe,C:\Program Files\Git\usr\bin,41259D26D15524271C8039F2ADC4204356E8EF441B0AD5AB576AA28DA5EC0E47,0360182DF03DD10F7D0234ADAA81F0E2
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,pinky,Unknown,pinky.exe,C:\Program Files\Git\usr\bin,7BF3D57F6874C4C50AEE67F7C2E6C4A22545A098B5CBE9E8A276EC41A8A0E666,510B3A9D13E1E63B0A0D5C77E50A0058
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,pkcs1-conv,Unknown,pkcs1-conv.exe,C:\Program Files\Git\usr\bin,3FACC2BF79EF84392C989C6DEBA181D31213040D4013C6D98B09FCCCF2CE7AC7,9D2AA526C009669EB667174DAFF196B8
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,pldd,Unknown,pldd.exe,C:\Program Files\Git\usr\bin,035474A1BC49FB29D1EF0B33AFC6E22079AAA4479882A78970F377CB290CE8CD,AAEBFC73F8EEC627817D5A0C84F59062
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,pluginviewer,Unknown,pluginviewer.exe,C:\Program Files\Git\usr\bin,49ACE33D3FEE1A901C9014F320B5FF75702536D8D785C4467C8A85AD1A20EED0,74E9B1A5F58992CE59B6E7F266B5A79C
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,pr,Unknown,pr.exe,C:\Program Files\Git\usr\bin,6E88EA48531904F8D85A122426989F616BDD465D96F5B2FD8C269B4D86C47A21,23F611942EA9605B61415372B88959AB
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,printenv,Unknown,printenv.exe,C:\Program Files\Git\usr\bin,0C2C6C2141E1A54B526BCC3E426719651CCDC16790A7734BD7F6AB6A8D635C1F,D200E8E2165C5B45C907A99DFE4D62F8
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,printf,Unknown,printf.exe,C:\Program Files\Git\usr\bin,DBC52EE41A9D2FC4CDAD6D690E430C6B630CE5FB5837D66D6B47CF59EA63B198,E6362CF87371B60EBBD18492F5B48175
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,profiler,Unknown,profiler.exe,C:\Program Files\Git\usr\bin,13ED2518B052BA4EE86625EA65CEE667A6FCECFCC5FC8984A7352CE6310AD3EE,E41BDCFE87799908108095F09D397FFE
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,ps,Unknown,ps.exe,C:\Program Files\Git\usr\bin,CE6DD50F8C2901FA82C5DB2498D2ED16566E54BDB85F28854EDDE51D8058C7B7,389A903C86DB3D9B03134D6C4146838E
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,psl,Unknown,psl.exe,C:\Program Files\Git\usr\bin,35E0A8972C19DA68D1D43C7765C98382C7FDC86A23C9D211DA1A90DD95D6BDA2,115F25527810B951119A84B62867E5B3
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,ptx,Unknown,ptx.exe,C:\Program Files\Git\usr\bin,ADAC7303D0A6E283EB76F30CB4833FF084E20B17315EB17606FBB558C6C989FF,8E1AFBC8675E75A3809B37CF9520B402
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,pwd,Unknown,pwd.exe,C:\Program Files\Git\usr\bin,D1281CECCE65FC76750381698FACA130216FFACC6396886D63A85AD28A3071AA,092DE34B113B2B96EA87501D375911D6
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,readlink,Unknown,readlink.exe,C:\Program Files\Git\usr\bin,3617334C256348026305E7A978BB803C45C31E2F4D24C763E1F11361CEB1D58C,BA1BA8716BB5FA36CAD5347B8A8A8CEE
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,realpath,Unknown,realpath.exe,C:\Program Files\Git\usr\bin,E780C23D5D6BF60D7E80E073586BE5F4D7F91FAA0A0D1F07B3088B5D710F8395,0AE273F4675FD6A2661348CCB89E30FD
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,rebase,Unknown,rebase.exe,C:\Program Files\Git\usr\bin,ECCC5D1189F6AE079B461BEE498E784C7F1516A7AAAE08ACC8306C669675DEE6,CBA45A17909785EC2F3F67CC14675E31
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,regtool,Unknown,regtool.exe,C:\Program Files\Git\usr\bin,0F6AC0768E4E37A41F937449F7EE0DBDD86BD9CF7D24598D19C0F81F218B58FB,804E1BC7141CC0BFB06B48FFBD2A11A8
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,reset,Unknown,reset.exe,C:\Program Files\Git\usr\bin,1014B7A24DC0E7E96E0103A5E7AB628EB54162F87DB8D301CF50CDADDF82D4D4,46F3A73B4636D9E270C4AAC1F6ADE110
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,rm,Unknown,rm.exe,C:\Program Files\Git\usr\bin,A845F7517A49B49726E056DA8A8F65A6D9CE96FBE79C3664C082521EEA0F80E7,7F98AFBDE481D9E8B6062E4EAE84FC5B
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,rmdir,Unknown,rmdir.exe,C:\Program Files\Git\usr\bin,7D91CC7B4E7A297A74DCDB621FF19B495DB14A8A96612A737FC870403FC6775C,CBB9701B61E55733430BF3D31D067882
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,rnano,Unknown,rnano.exe,C:\Program Files\Git\usr\bin,F4C8277D0671C2BCB95AD2C657AD42B5C716E6AADE470A070A30784673E62022,88999E9CAF23203676CC93A3C8E27057
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,runcon,Unknown,runcon.exe,C:\Program Files\Git\usr\bin,8F3881BAAC0CA03F32A974CFABEE077AE87F9ED8A566249A110775C015D219A8,82936A33F85A8041C09982CE5DAEEB88
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,rview,Unknown,rview.exe,C:\Program Files\Git\usr\bin,E3222DDDCE58DB20FFD43D87EBECCA107BFC22CE8B758D343CBC26C60324006F,E686F3B45F77B16166AF4AAC4EC2A00C
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,rvim,Unknown,rvim.exe,C:\Program Files\Git\usr\bin,E3222DDDCE58DB20FFD43D87EBECCA107BFC22CE8B758D343CBC26C60324006F,E686F3B45F77B16166AF4AAC4EC2A00C
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,scp,Unknown,scp.exe,C:\Program Files\Git\usr\bin,83B092F1724D706C913170CD13FF07EECE87785EC25970F3F248974B5324A14B,DDCC282478DCDB0268CEA2EBD8D503E4
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,sdiff,Unknown,sdiff.exe,C:\Program Files\Git\usr\bin,1EBF31BDFE552D728C940866FFB0753A745E9699B69C79013D8766242D6714A6,A293FE744589D54DAAEA8476C40BA2C5
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,sed,Unknown,sed.exe,C:\Program Files\Git\usr\bin,8D54E322DFC3FAA60F0464691ABA8634197406E53367AA8942409181C0808BE8,AF08F310EC6ADCE0AFFE50C82D8AEC9E
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,seq,Unknown,seq.exe,C:\Program Files\Git\usr\bin,6E5C79FCE1D50D888B38F5A0A02A314265E733F151E8B9D2C953B363A60D27D0,B8F54F37CB65722C48BF0994D7D901D3
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,setfacl,Unknown,setfacl.exe,C:\Program Files\Git\usr\bin,6A27CBE78619D3CAE5F52D09FE250A44F2EA67ABFEF8CC393211423FDD7F2038,E13C7BDF30B0EC44191558CDD93CCDBD
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,setmetamode,Unknown,setmetamode.exe,C:\Program Files\Git\usr\bin,CB77D2C2D622B0008BC529A37C491F1B4E755210D68AB03873EE76EE69009F53,211785A877DD68F0DB64BAEBA6A2B4A3
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,sexp-conv,Unknown,sexp-conv.exe,C:\Program Files\Git\usr\bin,8D3FB30132B9E6C4E19FC50904CD78DB69D030B68090F9632D2A51EA985FC498,22A785F277303144EBB6E7C2616A623A
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,sftp,Unknown,sftp.exe,C:\Program Files\Git\usr\bin,97F404E1160254C42F63BA6B93208A9FA945490B4905CAB8E38B2F53CD2F9899,A7B483653EA85F098FA3F58FA95BF2A2
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,sh,Unknown,sh.exe,C:\Program Files\Git\usr\bin,FC362AAE1F217D34D02237D99527839DD6CF85B37C7A0277109400BFA0FAA594,5C7C727531BE5FF028629B437249F3BB
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,sha1sum,Unknown,sha1sum.exe,C:\Program Files\Git\usr\bin,2FDBABC61355F77BEDBC426C3D23E4D6A0D7A0E8A9F69CA0BD70E1AA4347B13D,4CCF381163008B6C602F42F891E7658E
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,sha224sum,Unknown,sha224sum.exe,C:\Program Files\Git\usr\bin,42026C118285367E9612235FAFD2AB971ECB32C4C3B130782BA95D1002C6D21E,D8CDD17C9F93877C479D6F3E4535EC43
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,sha256sum,Unknown,sha256sum.exe,C:\Program Files\Git\usr\bin,AD199FB8A1104B5AC86EB49D775E2AEAEA8396C4C8818BEDA074DDB0D359ACC4,875C0CF194A738C366B098FDEBD637B2
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,sha384sum,Unknown,sha384sum.exe,C:\Program Files\Git\usr\bin,1A14F45FCF0F3212071FC14FE2E0C340F403A52BC00F302F8B1D81D62011FE93,988982F625ECFE34776EF836EEFD5098
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,sha512sum,Unknown,sha512sum.exe,C:\Program Files\Git\usr\bin,19B1BD5CE7F1124F0BC5C73E0DEE25130119FE24D4D7577AB6C3E41EDAB67AA7,94F25700A908E9A2D0CE717A335BD4AD
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,shred,Unknown,shred.exe,C:\Program Files\Git\usr\bin,0B5368364B3EC25A0AEBFFDC5A87EC4AA3E49E9FEE6FF982434329AA4C388E8F,C19F084246CAE94E1506CEC90578BCFF
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,shuf,Unknown,shuf.exe,C:\Program Files\Git\usr\bin,D36625FD75BCCB007442995CE0D2B51257FA6B08B472C0F2709E736F3505B967,379126AFE33BB21AD971A4306342EFFE
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,sleep,Unknown,sleep.exe,C:\Program Files\Git\usr\bin,3DFA2435317339E861121C1BD22E57B7B67C204705F00A88B5AC10A0CBA87514,21BD51A2D4DD83DABBEEC930BF8C720A
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,sort,Unknown,sort.exe,C:\Program Files\Git\usr\bin,7C5DF851D821E23988641F35442A06652CE834ED724456511798CE60314CAB9A,3959AC1D00F2172BA872A9AD54E32552
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,split,Unknown,split.exe,C:\Program Files\Git\usr\bin,2C37E1474CCC2C73C6E2A82F04AC2F1943753EE9AE1DAC17D605CCC82B0222AF,C7CB45BFC661CB387020B9FE813AE886
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,ssh-add,Unknown,ssh-add.exe,C:\Program Files\Git\usr\bin,C40C9106DB27574958330B6BDA58654A5F7A616FCF0BA8495D83B791C45826B8,EF6541D6845CADA2D68499C296AA953C
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,ssh-agent,Unknown,ssh-agent.exe,C:\Program Files\Git\usr\bin,59F4D64641EEF896941C66DEDBA6EC7604B7B01A173B053A0F308A885E9F86B9,77B91A170F539A17E22FBBC84F4B0DC7
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,ssh-keygen,Unknown,ssh-keygen.exe,C:\Program Files\Git\usr\bin,B7704D1BA8D5DF3A3CB614EF7111CC060969EAF172DB9A25DDCD1B9E3567917A,82E015E86366AF6272A76F4CCB648525
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,ssh-keyscan,Unknown,ssh-keyscan.exe,C:\Program Files\Git\usr\bin,C3E37A48FCCFB14C54159231E6A4B2B448637F9625240F312E1B3C2BE365E251,EBD1AB96FDDD1C7AB83CE143ED05AF38
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,ssh-pageant,Unknown,ssh-pageant.exe,C:\Program Files\Git\usr\bin,83D06CD7922BDDA6B49DF5C1E1B2325D5FFF930C8D4A2FF2BAF654061F2B14D5,9A693857CA7FC6EDB5684E8D2FCE5803
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,ssh,Unknown,ssh.exe,C:\Program Files\Git\usr\bin,42869576AB7379A3A9CE3386DB75E80AB678B32F944ADE6F64A27A8B4C642539,1A7C390FDE89F53B7FEE171206E1A3A7
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,ssp,Unknown,ssp.exe,C:\Program Files\Git\usr\bin,0DC2DA31258F496AA7EFF500A1602AEEF6C9110E967F04E0ADEC7D2D777D83D9,BCC02E03F0B186FFF89ADA7D83C601E0
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,stat,Unknown,stat.exe,C:\Program Files\Git\usr\bin,84468965A541829728D1FA02D32E987AB1A844EC4A23644058EF477FF8B3264A,ABBB8199DCCDA2ED59271D675BA5CACA
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,stdbuf,Unknown,stdbuf.exe,C:\Program Files\Git\usr\bin,8926989B60CA00F78FF9E841F580D59647AA6BDB58BA86EA8169A6BDD559483F,D9E87E2B6EBE23BA7E380DFC06A0A695
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,strace,Unknown,strace.exe,C:\Program Files\Git\usr\bin,FCC6FE0381FE5793EEFEBF782FDD05E346158AFD442E17248BCA926B567E6CD7,E18FD17193A6084ED11F92C6B409AA2C
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,stty,Unknown,stty.exe,C:\Program Files\Git\usr\bin,9FB3079C682D78511383767763973C307659B2AFE68F806E8C3DD50A01FAB533,FB5B1F7C6D9EF497E76413FD4500AF7B
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,sum,Unknown,sum.exe,C:\Program Files\Git\usr\bin,994A8C3A1D3A5A8008B2E283ADFEED3FAE01E5C5E6DB34CD8C9978F065E96D89,F19C6E871461B0E6380EC0E6C77B760D
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,sync,Unknown,sync.exe,C:\Program Files\Git\usr\bin,24312A69A33D40956C52317D415F4170395F7FACB6379FE20B045EC386CD985F,2A2E4586A97F8DC063EAC35C653B7A31
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,tabs,Unknown,tabs.exe,C:\Program Files\Git\usr\bin,DB9017575B402C700C2E5EB061CCE60537622F2BA2385B1D3AD7478B513FBD33,ECEE2B22F7B3B23E5AF9F1E24A9D2410
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,tac,Unknown,tac.exe,C:\Program Files\Git\usr\bin,894FB8D6685818676116552CCD01B5FF7DFD72E961DFC9196E73BDBFC9D1ADDC,210B4F6317037EB57CC8C0F5465928AD
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,tail,Unknown,tail.exe,C:\Program Files\Git\usr\bin,8608C4138642DE6DCA0806B266B3009C137DC373171978CF47418056A5E05C55,43AE8DE6481466C75F1ABCF91953117C
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,tar,Unknown,tar.exe,C:\Program Files\Git\usr\bin,BB89375A830AC0986F2CFE9C7A71CC44D8E646C4FBFBD14545918A759E96887A,D9435EE5AF9A84CAD601A80E3C74F9BE
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,tee,Unknown,tee.exe,C:\Program Files\Git\usr\bin,5B956AC9D6BB6D457665709BBCF71326ECD66BB5111B280C124A68405CE5DA46,2A54398879FCCADED974D346148B3E64
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,test,Unknown,test.exe,C:\Program Files\Git\usr\bin,BC151F331DBBE8D8558014BC55B983D20EFFD4EBBEA04D2A29B6BADF879CE423,7F87AA7FA029650FFBC251E8EBBC12CF
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,tic,Unknown,tic.exe,C:\Program Files\Git\usr\bin,1C2EA16E7B10FC7CC4D057FB144867048978CE5CF3FC2B5D1CEB1472B807CD2A,0F75C6EACF161ED96D5BFAC2F61E0E1B
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,tig,Unknown,tig.exe,C:\Program Files\Git\usr\bin,F953AD6CBBBED76E8DC98693A65DDB052C535E9A2BB2BEB3C0DC2330C1B82416,9D804448D76816DB4B7FA831EA453E13
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,timeout,Unknown,timeout.exe,C:\Program Files\Git\usr\bin,01DA440D63161065D9522E6D5DF96804BEB1C1EA1B52E6B925BE9510653F41D1,D4E9B70CFE7EB75384D27E028BE689AD
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,toe,Unknown,toe.exe,C:\Program Files\Git\usr\bin,54AF9F8402C5F121323986E9B18D99E8E155A064125D201E6E25B54E58E8586A,F36BED6E889741ECED53EA7FBEEB6D9F
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,touch,Unknown,touch.exe,C:\Program Files\Git\usr\bin,1D895E0F77CBC8B77C3A38DA009E8AD8D23A371AFD398DA5408BDEFFCDDF5FC0,14B2CFFB7D9A9810A5525BA5AD7BF535
HTH4VCR9K3,HTH4VCR9K3.HillTop.Global,tput,Unknown,tput.exe,C:\Program Files\Git\usr\bin,57F0193657DDF00B36306F764AFD543DC9B1E834FDCA4CEA1177337B7E48767A,864E22037BE8A155DC5A4D0E658933D9
