"FileName","Path","ApplicationName","Publisher","Hash","HashAlgorithm","Status"
"SentinelUI.exe","C:\Program Files\SentinelOne\Sentinel Agent 24.1.5.277\SentinelUI.exe","Sentinel Agent","SentinelOne, Inc.","49A43FEAA65A69367FCF0A42D5FA33A739FAA3016813A0337B54090DC1D66888","SHA256","Processed"
"uninstall.exe","C:\Program Files\SentinelOne\Sentinel Agent 24.1.5.277\uninstall.exe","Sentinel Agent","SentinelOne, Inc.","1D64CEB45DB3F1F008B4C97126A944B2BD60B0D910E3C0EA1CB258773312AA4D","SHA256","Processed"
"SentinelAddonHost.exe","C:\Program Files\SentinelOne\Sentinel Agent 24.1.5.277\Addons\SentinelAddonHost.exe","Sentinel Agent","SentinelOne, Inc.","14DC7979462F9A90FD8B2A45D8545F762BECFEA5713ED886A347C5CB6671822B","SHA256","Processed"
"SentinelRanger.exe","C:\Program Files\SentinelOne\Sentinel Agent 24.1.5.277\Ranger\SentinelRanger.exe","SentinelRanger","SentinelRanger","DCC90B67BF0AF10B37C65F126C2918C4DF8E439AB6E03C2B4B3B6D6767405926","SHA256","Processed"
"LogCollector.exe","C:\Program Files\SentinelOne\Sentinel Agent 24.1.5.277\Tools\LogCollector.exe","Sentinel Agent","SentinelOne, Inc.","018632DB9AE4B2A06A561CDA88A7B0A4F3503F2A15826F9D723D0D9F36D78449","SHA256","Processed"
"Bginfo.exe","C:\Program Files\SysInternals\BGInfo\Bginfo.exe","BGInfo","Sysinternals - www.sysinternals.com","9EDB2C6F17E4AB3B372C7992F2E33CC010F4540D2585BE5482355DDDF280C22E","SHA256","Processed"
"Bginfo64.exe","C:\Program Files\SysInternals\BGInfo\Bginfo64.exe","BGInfo","Sysinternals - www.sysinternals.com","99CBD0CE2A5FDEF88F41B47BA07786C641D582D8A0800F39618799AD1425DF82","SHA256","Processed"
"nasl.exe","C:\Program Files\Tenable\Nessus Agent\nasl.exe","Nessus","Tenable, Inc.","48D75794956683CD62AE12586A2D20C94E69BE3F592AC4E1E8B7D799C07A040E","SHA256","Processed"
"nessus-agent-module.exe","C:\Program Files\Tenable\Nessus Agent\nessus-agent-module.exe","Nessus","Tenable, Inc.","10C8A76B7E208043DE9BA5DEABD14FCBD0551574410B0400BBECD86765FDE873","SHA256","Processed"
"nessus-service.exe","C:\Program Files\Tenable\Nessus Agent\nessus-service.exe","Nessus","Tenable, Inc.","89176D162E4831DCD4DDD1E95C209D8FF6E25EF9710DF404D134E357C3377DDC","SHA256","Processed"
"nessuscli.exe","C:\Program Files\Tenable\Nessus Agent\nessuscli.exe","Nessus","Tenable, Inc.","A7F830F100D3F6BB83FFB09037DD8067B392C4CB1A2D341265B3CDD31FBBA5B7","SHA256","Processed"
"nessusd.exe","C:\Program Files\Tenable\Nessus Agent\nessusd.exe","Nessus Module Host","Tenable","CCD1B028E2C9821B948E658364DD3A6FDAC8C9718D9CF9AFDC0962E4197F4A69","SHA256","Processed"
"Microsoft.UpdateServices.UI.OOBEWizard.exe","C:\Program Files\Update Services\AdministrationSnapin\Microsoft.UpdateServices.UI.OOBEWizard.exe","Microsoft (R) Windows (R) Operating System","Microsoft Corporation","949C041718E7096DA88210398E7D62A09433A01C1BB50270EC37362DE6488DD0","SHA256","Processed"
"WsusUtil.exe","C:\Program Files\Update Services\Tools\WsusUtil.exe","Microsoft (R) Windows (R) Operating System","Microsoft Corporation","8679A959CA8AEDB2DE59F1C5F04BA2EC437379F5ED5ABFADD967B04591F1CECD","SHA256","Processed"
"ConfigSecurityPolicy.exe","C:\Program Files\Windows Defender\ConfigSecurityPolicy.exe","Microsoft? Windows? Operating System","Microsoft Corporation","545F9356969C1D50E6FA0DEF359900F84553A7FDA29EDC55693CDE8B399E52BB","SHA256","Processed"
"MpCmdRun.exe","C:\Program Files\Windows Defender\MpCmdRun.exe","Microsoft? Windows? Operating System","Microsoft Corporation","09C6A18F0DEF6FB156DFF6F8EF3EAC3F27A23BE141338E21EADDA093B84AB0F2","SHA256","Processed"
"MpCopyAccelerator.exe","C:\Program Files\Windows Defender\MpCopyAccelerator.exe","Microsoft? Windows? Operating System","Microsoft Corporation","1241F24AC9C5A111F21C5CEF831A5881A5C06229E09D158CBF2AC54E41C4E1C9","SHA256","Processed"
"MpDlpCmd.exe","C:\Program Files\Windows Defender\MpDlpCmd.exe","Microsoft? Windows? Operating System","Microsoft Corporation","98EFF3DF7B16B9743B4F5A89F163406946E8C42229DEFCEB77E26BB5B2FF307A","SHA256","Processed"
"MsMpEng.exe","C:\Program Files\Windows Defender\MsMpEng.exe","Microsoft? Windows? Operating System","Microsoft Corporation","0C60E5D6BB49E1F85DEA4305BCB2308708A11A8A2C228D0C1F3F41BE79AF09C2","SHA256","Processed"
"NisSrv.exe","C:\Program Files\Windows Defender\NisSrv.exe","Microsoft? Windows? Operating System","Microsoft Corporation","6BFE5B785D96525C9F060474837A83434E9EEAB498A07396C5EDB7EA925BF8B9","SHA256","Processed"
"OfflineScannerShell.exe","C:\Program Files\Windows Defender\Offline\OfflineScannerShell.exe","Microsoft? Windows? Operating System","Microsoft Corporation","D1F81D7C43B522E39F0FD14E1C25F97E7894CEBBE1F43320CBB66BE1528A7A72","SHA256","Processed"
"MsSense.exe","C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe","Microsoft? Windows? Operating System","Microsoft Corporation","A5A83CAFC97EF84FB9862A2C872452040AB2ABD32A9941BCF87C0CFFB5BB9202","SHA256","Processed"
"SenseAP.exe","C:\Program Files\Windows Defender Advanced Threat Protection\SenseAP.exe","Microsoft? Windows? Operating System","","6D2AC0D240424BE77A8D2B256C7A87D61C9C48120F73ED3B5FA5D7C71A17CD60","SHA256","Processed"
"SenseAPToast.exe","C:\Program Files\Windows Defender Advanced Threat Protection\SenseAPToast.exe","Microsoft? Windows? Operating System","","E6938AA48A52813E5E01BCE3D08413CD0D7FBAE56F55A88DD3F7FC65C77A8FF5","SHA256","Processed"
"SenseCM.exe","C:\Program Files\Windows Defender Advanced Threat Protection\SenseCM.exe","Microsoft (R) Windows (R) Operating System","Microsoft","BBA87045C298791136D5E6769B04C81BC7233335AD9653806AB78F5C4AA9BBD5","SHA256","Processed"
"SenseDlpProcessor.exe","C:\Program Files\Windows Defender Advanced Threat Protection\SenseDlpProcessor.exe","Microsoft? Windows? Operating System","Microsoft Corporation","73365395B3A98C224984FC54DC6341B79EE787D25310C0901629E1BF91133F61","SHA256","Processed"
"SenseGPParser.exe","C:\Program Files\Windows Defender Advanced Threat Protection\SenseGPParser.exe","Microsoft? Windows? Operating System","Microsoft Corporation","5A4FAF5D1797BF1B193E3EB48765D37F507ECD19FFD6B56E3FC8B07126CDEA22","SHA256","Processed"
"SenseIdentity.exe","C:\Program Files\Windows Defender Advanced Threat Protection\SenseIdentity.exe","Microsoft (R) Windows (R) Operating System","Microsoft Corporation","28BD40E5D6A3A51CE7B2F5B9BBE9B6FEE5244EB88B3AAD1BEEAAE83D2EDEB546","SHA256","Processed"
"SenseImdsCollector.exe","C:\Program Files\Windows Defender Advanced Threat Protection\SenseImdsCollector.exe","Microsoft? Windows? Operating System","Microsoft Corporation","863456D64EDA156A86B2B2DEE920D8881EABE610890ACA50B57FE9E77CA296CF","SHA256","Processed"
"SenseIR.exe","C:\Program Files\Windows Defender Advanced Threat Protection\SenseIR.exe","Microsoft? Windows? Operating System","Microsoft Corporation","F625A188F6B66296BBAF27A21F631214838F0EF6027B72B28ED22F8F980FF436","SHA256","Processed"
"SenseNdr.exe","C:\Program Files\Windows Defender Advanced Threat Protection\SenseNdr.exe","Microsoft (R) Windows (R) Operating System","Microsoft","F5305E68FB040F31B06A56540F1FCF31150C2C1DB595DA19D9940F8711706A65","SHA256","Processed"
"SenseSampleUploader.exe","C:\Program Files\Windows Defender Advanced Threat Protection\SenseSampleUploader.exe","Microsoft? Windows? Operating System","Microsoft Corporation","9A8033F1FB42B12937705A163F8548FF84222CED18C1B45829D1FF55EED22BD5","SHA256","Processed"
"SenseTracer.exe","C:\Program Files\Windows Defender Advanced Threat Protection\SenseTracer.exe","Microsoft? Windows? Operating System","Microsoft Corporation","218861D231A03E60D3CD25F6CC68C5346D5E61F572E39DF54FFCBDA749DD9724","SHA256","Processed"
"SenseTVM.exe","C:\Program Files\Windows Defender Advanced Threat Protection\SenseTVM.exe","Microsoft (R) Windows (R) Operating System","","C57A49C88E9EA45883C41FEA55CACA2EA3DBADD10A713F5AA9C079AD18F860CF","SHA256","Processed"
"SenseCE.exe","C:\Program Files\Windows Defender Advanced Threat Protection\Classification\SenseCE.exe","Microsoft? Windows? Operating System","Microsoft Corporation","3AFE6E42E4C095BB160CD1F60FCA2BA5F2A167736398423F4214A2C3885E93C0","SHA256","Processed"
"wab.exe","C:\Program Files\Windows Mail\wab.exe","Microsoft? Windows? Operating System","Microsoft Corporation","2EAB6C75F31F21FF4CE8ACE89B3C504B3C383036DA936DDE2286C6B1FD3C6FA6","SHA256","Processed"
"wabmig.exe","C:\Program Files\Windows Mail\wabmig.exe","Microsoft? Windows? Operating System","Microsoft Corporation","EBA49954042506DFCB35A1E6EF882635193672F1A695876ABE4D7F4F82EB3B3D","SHA256","Processed"
"setup_wm.exe","C:\Program Files\Windows Media Player\setup_wm.exe","Microsoft? Windows? Operating System","Microsoft Corporation","593F5D2DFB14D2236E8007FFCCC231542A91561F0DC1EF4660EB739C4BA8A0A3","SHA256","Processed"
"wmlaunch.exe","C:\Program Files\Windows Media Player\wmlaunch.exe","Microsoft? Windows? Operating System","Microsoft Corporation","AF4448398F14A777602738EA0495ED53C7476107521F0F0EC609A84C80D56A0D","SHA256","Processed"
"wmpconfig.exe","C:\Program Files\Windows Media Player\wmpconfig.exe","Microsoft? Windows? Operating System","Microsoft Corporation","9E666930A8E57742C72B8AF642B6E8E199BEBCC2E598CDFCF7066E4C7E1047FB","SHA256","Processed"
"wmplayer.exe","C:\Program Files\Windows Media Player\wmplayer.exe","Microsoft? Windows? Operating System","Microsoft Corporation","A76707876FE893904E533014AB146B1747FB052CA766C075822A954ED4B99417","SHA256","Processed"
"wmpnetwk.exe","C:\Program Files\Windows Media Player\wmpnetwk.exe","Microsoft? Windows? Operating System","Microsoft Corporation","1EB6A49369E221874FC770AB96A1A5D1D13876AC0BC144A87F3DA0088A5C3A38","SHA256","Processed"
"wmpnscfg.exe","C:\Program Files\Windows Media Player\wmpnscfg.exe","Microsoft? Windows? Operating System","Microsoft Corporation","D2401997559BF54DEDA0BCB1EA5C2529AC1F670DD3A70D44E7C114E2E33881F8","SHA256","Processed"
"wmprph.exe","C:\Program Files\Windows Media Player\wmprph.exe","Microsoft? Windows? Operating System","Microsoft Corporation","D05F66A2AA4A82D7932494EBF54DB41EA16666FED3E83A1A36A6766B8441BB49","SHA256","Processed"
"wmpshare.exe","C:\Program Files\Windows Media Player\wmpshare.exe","Microsoft? Windows? Operating System","Microsoft Corporation","60D0689D631877FF9954BD893626D5955CAEB95599CB15D0C54144E122BD7612","SHA256","Processed"
"wordpad.exe","C:\Program Files\Windows NT\Accessories\wordpad.exe","Microsoft? Windows? Operating System","Microsoft Corporation","402A4217C552D884D9AFAB5A35F4299BEDAA8D77D778C014E24306715A5CF0EC","SHA256","Processed"
"ImagingDevices.exe","C:\Program Files\Windows Photo Viewer\ImagingDevices.exe","Microsoft? Windows? Operating System","Microsoft Corporation","B01C0831694BBBE773540EAE0E34915FB95747F6151F99D60442BA891A08641D","SHA256","Processed"
"Build.bat","C:\Program Files\WindowsPowerShell\Modules\Pester\3.4.0\Build.bat","Build","","5DDA94698370CAF157D4FD6E669B630F9A2AD529A9DCE75710AB64F85FFA34D3","SHA256","Processed"
"Pester.bat","C:\Program Files\WindowsPowerShell\Modules\Pester\3.4.0\bin\Pester.bat","Pester","","EB83A9D837CFE2F409CA3839B017E307A7A65782CB6A0AE0C50731C244DAD40E","SHA256","Processed"
"airhost.exe","C:\Program Files\Zoom\bin\airhost.exe","AirHost","Zoom Video Communications, Inc.","F1B05042267BDD2317891368C98190E0FB851CD5F8FED943BEA37BEB737F82B8","SHA256","Processed"
"aomhost64.exe","C:\Program Files\Zoom\bin\aomhost64.exe","Zoom","Zoom Communications, Inc.","6A88105844AB769CD0EB7C100D86ED8C528287E86E3DDD16713DD4EBACEB383F","SHA256","Processed"
"CptControl.exe","C:\Program Files\Zoom\bin\CptControl.exe","Zoom Video Call","Zoom Communications, Inc.","2A0B26DD703B64FA5835A45ADF937676E7603738AFE890C0C1BCA793284C702D","SHA256","Processed"
"CptHost.exe","C:\Program Files\Zoom\bin\CptHost.exe","Zoom Video Call","Zoom Communications, Inc.","81E92DE3041B8BA51F7EDF221EDCFFFA4E16E8C7C81C9E4D0DEF76D2D8C0E709","SHA256","Processed"
"CptInstall.exe","C:\Program Files\Zoom\bin\CptInstall.exe","Zoom Video Call","Zoom Communications, Inc.","85D831994F299EEBCD9EC906EF65D3B1A20AF9C3EF3D0C6F27AF9C48C1BDEE6C","SHA256","Processed"
"CptService.exe","C:\Program Files\Zoom\bin\CptService.exe","Zoom Video Call","Zoom Communications, Inc.","9E99FEC541C49285BC32457F3E1FBCD9E40F980A78F16A0D0EE1B890B6103676","SHA256","Processed"
"Installer.exe","C:\Program Files\Zoom\bin\Installer.exe","Zoom Installer","Zoom Communications, Inc.","99D4587468271A746D7F55FE5CBDDF2A670084B7D9A87BCE609180F94FA703EC","SHA256","Processed"
"zCrashReport.exe","C:\Program Files\Zoom\bin\zCrashReport.exe","CrashRpt","","F1C681F41424EB72DB547ED73BF5266DDCCBC441793D756A9617456FA116C989","SHA256","Processed"
"zCrashReport64.exe","C:\Program Files\Zoom\bin\zCrashReport64.exe","CrashRpt","","916096FE8A04A3CC0DDA4960483624C8DA137EC36F9C5F2B93267B1CE50ED8BF","SHA256","Processed"
"Zoom.exe","C:\Program Files\Zoom\bin\Zoom.exe","Zoom","Zoom Communications, Inc.","BDEE4217F99171F6E986F3E2013DCEBBD9B150AA7B7B8F5019C0B09472C3F450","SHA256","Processed"
"ZoomDocConverter.exe","C:\Program Files\Zoom\bin\ZoomDocConverter.exe","Zoom","Zoom Communications, Inc.","C62FC3C0D19F15E61A956DBDBE9E80E50D8EC2227E477845ECA5AECA0956724C","SHA256","Processed"
"ZoomHybridConf.exe","C:\Program Files\Zoom\bin\ZoomHybridConf.exe","Zoom","Zoom Communications, Inc.","63CE6F04DA354F15B100C0F300E55A2ADAE7193102B29356904E631FC3A53445","SHA256","Processed"
"ZoomOutlookIMPlugin.exe","C:\Program Files\Zoom\bin\ZoomOutlookIMPlugin.exe","Zoom","Zoom Communications, Inc.","6572589665A1D9C085087C4FABB690615A01014245CC8883B9FF3C3BEFEBD8DF","SHA256","Processed"
"Zoom_launcher.exe","C:\Program Files\Zoom\bin\Zoom_launcher.exe","Zoom","Zoom Communications, Inc.","87DE3B952C11FB8E4244445C5AE474C1ED36BF9D7900B140D8FA810441A5CEAB","SHA256","Processed"
"zTscoder.exe","C:\Program Files\Zoom\bin\zTscoder.exe","Zoom","Zoom Communications, Inc.","D8F2DE1449D2FD269626089D931167CEA471F6EE7A3794A036EA43B7F56E80AA","SHA256","Processed"
"zUpdater.exe","C:\Program Files\Zoom\bin\zUpdater.exe","Zoom","Zoom Communications, Inc.","E0AF3CB27150235D7380C13C4D88D56608DA36286B63BC62510B9474A8CFAB64","SHA256","Processed"
"zWebview2Agent.exe","C:\Program Files\Zoom\bin\zWebview2Agent.exe","Zoom","Zoom Communications, Inc.","86802530ABAC75ABC8156C864A3549F1DBD3858C584854C5E09F2A60CB58633E","SHA256","Processed"
"ZoomOutlookMAPI.exe","C:\Program Files\Zoom\bin\ZoomOutlookMAPI\ZoomOutlookMAPI.exe","Zoom","Zoom Communications, Inc.","7826DB54A080F8EA050213284F64BB6559CFBE8D7235B0BD64A60B9DE495EA6E","SHA256","Processed"
"ZoomOutlookMAPI64.exe","C:\Program Files\Zoom\bin\ZoomOutlookMAPI\ZoomOutlookMAPI64.exe","Zoom","Zoom Communications, Inc.","8B427727E0C05838D1C77054252C98CD0FE3A85F4A9AE29C8FA132634C872DA3","SHA256","Processed"
"RdrCEF.exe","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\acrocef_1\RdrCEF.exe","Adobe RdrCEF","Adobe Systems Incorporated","15AC52A5AEC8E688AA34DDC707B8BD4D42EFEA8EAF9FE9C5600B56C70E255F2A","SHA256","Processed"
"RdrServicesUpdater.exe","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\acrocef_1\RdrServicesUpdater.exe","Adobe WebInstaller 22.3","Adobe Systems Incorporated","F5A2962735E22286A1C3FFCCF47BBB90CB3BEDA6D6D6AD4188930E0BB2A7FC38","SHA256","Processed"
"vpndownloader.exe","C:\Program Files (x86)\Cisco\Cisco AnyConnect Secure Mobility Client\vpndownloader.exe","Cisco Secure Client","Cisco Systems, Inc.","069D40D20A0CDAD7192E21307F01FCD3C5C83B24E57DCDF0C10997FD6CA7E974","SHA256","Processed"
"acextwebhelper.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\acextwebhelper.exe","Cisco Secure Client","Cisco Systems, Inc.","4815897966C54ADF9AB6D65C78E185A31C68472F0661CDB6150F1854FAC1E065","SHA256","Processed"
"acsocktool.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\acsocktool.exe","Cisco Secure Client","Cisco Systems, Inc.","152E2788FF852881F0D4BCCE06530456A9DCAD23559C94010B88916AE0CF3A9C","SHA256","Processed"
"acumbrellaagent.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\acumbrellaagent.exe","Cisco Secure Client","Cisco Systems, Inc.","73CA025DED7D52051C03F43AF73E2A897509BFC3220C7923F872246BB5A7D479","SHA256","Processed"
"acwebhelper.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\acwebhelper.exe","Cisco Secure Client","Cisco Systems, Inc.","09C59AE4F6D77016D803A55B7BABFE3D1938477E919587015851049F91A65A39","SHA256","Processed"
"csc_swgagent.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\csc_swgagent.exe","Cisco Secure Client SWG Module","Cisco Systems, Inc.","A68D542BE1B8D114624D477263EB6404F1D3C5F3B336D4EDB39F8E5C25F09469","SHA256","Processed"
"dnscrypt-proxy.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\dnscrypt-proxy.exe","Cisco DNS Proxy","Cisco Systems, Inc.","68C674EE0B4C9044E96C773E1859DD673C1D9BF0422581A3FCA6E87B4CC3D88D","SHA256","Processed"
"dnscryptproxy.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\dnscryptproxy.exe","Umbrella Roaming Client","Cisco Systems, Inc.","521D24381B27C5CFCA76201E27434D4B9A9868FD9179562F3F386D0763883BF7","SHA256","Processed"
"ProxyCon.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\ProxyCon.exe","Cisco Secure Client","Cisco Systems, Inc.","E3FDE2C44CAB5C73F3BCF61539C069B210BAF4B6D4376FA2379E0F0B73C19261","SHA256","Processed"
"UmbrellaDiagnostic.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\UmbrellaDiagnostic.exe","Cisco AnyConnect Secure Mobility Client","Cisco Systems, Inc.","D6890F90DBE7BAAE5B708DEBFA02B7BE73102FF328F551A3B713D334B614DD26","SHA256","Processed"
"VACon64.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\VACon64.exe","Cisco Secure Client","Cisco Systems, Inc.","1E1672518B9145D3FE16480F30DC6F26E7DDEAE6F684609721EC025B85672270","SHA256","Processed"
"vpnagent.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\vpnagent.exe","Cisco Secure Client","Cisco Systems, Inc.","F96C9522A88BBC4D5942FC829D0C4EE07C16C6BEF45A64B04D3363D8434E58DB","SHA256","Processed"
"vpncli.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\vpncli.exe","Cisco Secure Client","Cisco Systems, Inc.","3782803ACBFB5EAA1A7491F9278D7275571BB47C14FE5B175E87179791B48C62","SHA256","Processed"
"vpndownloader.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\vpndownloader.exe","Cisco Secure Client","Cisco Systems, Inc.","069D40D20A0CDAD7192E21307F01FCD3C5C83B24E57DCDF0C10997FD6CA7E974","SHA256","Processed"
"vpnmgmttun.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\vpnmgmttun.exe","Cisco Secure Client","Cisco Systems, Inc.","CCDED8848E6B9AF79AADC1A97E625C78D2850EA71CAA8F028C35A1F1EDEB40B4","SHA256","Processed"
"CollectRegistries.bat","C:\Program Files (x86)\Cisco\Cisco Secure Client\DART\CollectRegistries.bat","CollectRegistries","","DB4889D116827308C26E9520C8443A1A266FBCB47CEB7BB021D827523CC0EF5F","SHA256","Processed"
"dartcli.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\DART\dartcli.exe","Cisco Secure Client","Cisco Systems, Inc.","7F291D72EDBF164BBB1B9FD7D064C22257EEE5E14D76C3D8355024ADF6675806","SHA256","Processed"
"DartOffline.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\DART\DartOffline.exe","Cisco Secure Client","Cisco Systems, Inc.","43E88928A74C3EC58F7488A6FCA4B0C096121A6FD4D82C70037A77604ADCDFA3","SHA256","Processed"
"secure-client-install-state.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\DART\secure-client-install-state.exe","Cisco Secure Client","Cisco Systems, Inc.","013E872B3B4001785B6988A6A80D0D0537472893B59A3F41BF104F4CB184B2FB","SHA256","Processed"
"wineventlog.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\DART\plugin\wineventlog.exe","Cisco Secure Client","Cisco Systems, Inc.","5B3431A1E2550F2E9EDB1DEE51EA2D58D592397F447E1443C794A2943E6A4DBA","SHA256","Processed"
"npcap-1.79-oem.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\Third Party\npcap-1.79-oem.exe","Npcap OEM","","B296459684A473F89E365805D104ADF7C65EDD2817E82C0307B7F87BE49AA3DA","SHA256","Processed"
"crashpad_handler.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\ThousandEyes Endpoint Agent\crashpad_handler.exe","Cisco Secure Client - ThousandEyes Endpoint Agent","Cisco Systems, Inc.","34DF383BBD8FD2BF74A04256CDFB314E6E38A94387722F5EA9F9BDA5EE67705F","SHA256","Processed"
"csc_te_agent.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\ThousandEyes Endpoint Agent\csc_te_agent.exe","Cisco Secure Client - ThousandEyes Endpoint Agent","Cisco Systems, Inc.","976BBC06FB44024ADA19FBEC2A382008724801556BBA16E4467E4587ABF5740B","SHA256","Processed"
"csc_te_chromehelper.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\ThousandEyes Endpoint Agent\csc_te_chromehelper.exe","Cisco Secure Client - ThousandEyes Endpoint Agent","Cisco Systems, Inc.","F5C72AC8BF2CC46B72C09D6B6D428CF8C0E9326E97F36739B3A3CC4BFE060458","SHA256","Processed"
"csc_te_diagnostics.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\ThousandEyes Endpoint Agent\csc_te_diagnostics.exe","Cisco Secure Client - ThousandEyes Endpoint Agent","Cisco Systems, Inc.","DD68E72D4BA7D2A8EDF0033F4DA75D38C0A93CE600D1153A0CE0A6B692ADBED4","SHA256","Processed"
"csc_te_guardian.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\ThousandEyes Endpoint Agent\csc_te_guardian.exe","Cisco Secure Client - ThousandEyes Endpoint Agent","Cisco Systems, Inc.","3FF264504BBA9EF608FA87ED6E8E034C9CF2D646915BDB8B781A9551CF266E12","SHA256","Processed"
"csc_te_proxy.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\ThousandEyes Endpoint Agent\csc_te_proxy.exe","Cisco Secure Client - ThousandEyes Endpoint Agent","Cisco Systems, Inc.","5FC4F3CF4D76427E90764D3A973C8534A5D0A139280FFE8FAA6D03701535CCB1","SHA256","Processed"
"csc_te_updater.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\ThousandEyes Endpoint Agent\csc_te_updater.exe","Cisco Secure Client - ThousandEyes Endpoint Agent","Cisco Systems, Inc.","2F00CEC0A9C5907D9A9E13288E0E3F96B69FDCDF0DC4184D3833EBA946C0FC42","SHA256","Processed"
"csc_te_user_agent.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\ThousandEyes Endpoint Agent\csc_te_user_agent.exe","Cisco Secure Client - ThousandEyes Endpoint Agent","Cisco Systems, Inc.","05E8B46C73C025F3D1887D69A4BD302D9C4C977C6B3F14E0109E2E002B97B517","SHA256","Processed"
"csc_ui.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\UI\csc_ui.exe","Cisco Secure Client","Cisco Systems, Inc.","5AEE4C0CAEFF8727C225BD52F5A66B091499B21CC1CF70AAC3E9E86DA199AB06","SHA256","Processed"
"csc_ui.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\UI\Setup\5.1.9.460\csc_ui.exe","Cisco Secure Client","Cisco Systems, Inc.","5AEE4C0CAEFF8727C225BD52F5A66B091499B21CC1CF70AAC3E9E86DA199AB06","SHA256","Processed"
"csc_zta_agent.exe","C:\Program Files (x86)\Cisco\Cisco Secure Client\ZTA\csc_zta_agent.exe","Cisco Secure Client","Cisco Systems, Inc.","7572BE2C13329726EE0EEBAEEED1103877B4B605B89097E9A9C21D87EB62DC0E","SHA256","Processed"
"CiscoJabber.exe","C:\Program Files (x86)\Cisco Systems\Cisco Jabber\CiscoJabber.exe","Cisco Jabber Application","Cisco Systems, Inc","33ECFDCB98F1DEA4E5F7D77D3DED13D334E0879A903069BC36A80CDD37D2A4DC","SHA256","Processed"
"CiscoJabberHeadset.exe","C:\Program Files (x86)\Cisco Systems\Cisco Jabber\CiscoJabberHeadset.exe","Cisco Jabber Application","Cisco Systems, Inc","CB6706B56A325D15C8188E311A003B97DCE7FCF853484759EF99F9EC40BC6174","SHA256","Processed"
"CiscoJabberPrt.exe","C:\Program Files (x86)\Cisco Systems\Cisco Jabber\CiscoJabberPrt.exe","Cisco Jabber","Cisco Systems, Inc","D4A39848CD40A3A1AD7324CF889CFB5A52F78AB5D104B86C529DADB14F9C4A79","SHA256","Processed"
"CiscoJabberPrtC.exe","C:\Program Files (x86)\Cisco Systems\Cisco Jabber\CiscoJabberPrtC.exe","Cisco Jabber","Cisco Systems, Inc","28D7B73D0E4A504B7C6C450FF9639889228621E13CFDA56E34C34039AA8393C1","SHA256","Processed"
"CiscoJabberPrtDecrypter.exe","C:\Program Files (x86)\Cisco Systems\Cisco Jabber\CiscoJabberPrtDecrypter.exe","CiscoJabberPrtDecrypter","","E92C2A4E8EE2C19564CE757A90A6AB98E68DE51E781F6CCF55CA522550C53922","SHA256","Processed"
"wbxcOIEx.exe","C:\Program Files (x86)\Cisco Systems\Cisco Jabber\wbxcOIEx.exe","wbxcOIEx","WebEx","40292A41A4769FE594FD9313386E9C15B9F4F643DF11CB74BB3C87E3F8E3D9E0","SHA256","Processed"
"CiscoWebExStart.exe","C:\Program Files (x86)\Cisco Systems\Cisco Jabber\MeetingSDK\CiscoWebExStart.exe","Cisco WebEx Meeting","Cisco WebEx LLC","7795DC46CDA97D2329D9C6C8F522EF673B8AC9245BE1001D5F77C168E6FD9006","SHA256","Processed"
"ladon_processor.exe","C:\Program Files (x86)\Cisco Systems\Cisco Jabber\vbg_process\x64\ladon\ladon_processor.exe","ladon_processor","","2925A093E0716F8C6959263771020750A5937EBE2C5EB011ACB1BF66FD92EF33","SHA256","Processed"
